ScheduledStart,ScheduledComplete,CustID,CountyID,FacilityID,ActualStart,ActualComplete
1/9/2017 0:00,1/16/2017 0:00,6070,12095,525858,1/9/2017 0:00,1/16/2017 0:00
6/26/2015 0:00,6/26/2015 0:00,3396,12095,325989,6/26/2015 0:00,6/27/2015 0:00
1/18/2014 0:00,1/21/2014 0:00,3978,12095,528776,1/21/2014 0:00,1/28/2014 0:00
3/13/2016 0:00,3/18/2016 0:00,1285,12095,329181,3/13/2016 0:00,3/20/2016 0:00
10/18/2016 0:00,10/18/2016 0:00,4425,12095,129498,10/18/2016 0:00,10/19/2016 0:00
2/22/2016 0:00,2/24/2016 0:00,1337,12095,730089,2/25/2016 0:00,2/27/2016 0:00
8/19/2016 0:00,8/19/2016 0:00,6373,12095,530299,8/24/2016 0:00,8/25/2016 0:00
2/14/2016 0:00,2/20/2016 0:00,5616,12095,631554,2/14/2016 0:00,2/20/2016 0:00
9/7/2014 0:00,9/14/2014 0:00,7257,12095,431996,9/7/2014 0:00,9/14/2014 0:00
12/14/2016 0:00,12/14/2016 0:00,5545,12095,332653,12/14/2016 0:00,12/15/2016 0:00
3/7/2014 0:00,3/9/2014 0:00,5842,12095,833560,3/7/2014 0:00,3/9/2014 0:00
7/26/2017 0:00,8/1/2017 0:00,4243,12095,333850,7/26/2017 0:00,8/1/2017 0:00
1/5/2018 0:00,1/11/2018 0:00,2054,12095,734127,1/5/2018 0:00,1/12/2018 0:00
8/9/2015 0:00,8/12/2015 0:00,3193,12095,234159,8/12/2015 0:00,8/15/2015 0:00
7/3/2017 0:00,7/6/2017 0:00,5357,12095,834394,7/3/2017 0:00,7/9/2017 0:00
10/1/2016 0:00,10/3/2016 0:00,7638,12095,134446,10/1/2016 0:00,10/3/2016 0:00
10/19/2014 0:00,10/24/2014 0:00,8228,12095,534621,10/19/2014 0:00,10/24/2014 0:00
8/15/2017 0:00,8/18/2017 0:00,6115,12095,635117,8/22/2017 0:00,8/25/2017 0:00
2/14/2014 0:00,2/20/2014 0:00,6585,12095,835130,2/14/2014 0:00,2/20/2014 0:00
4/14/2017 0:00,4/21/2017 0:00,2936,12095,536412,4/21/2017 0:00,4/28/2017 0:00
8/8/2015 0:00,8/9/2015 0:00,3858,12095,636491,8/8/2015 0:00,8/9/2015 0:00
2/25/2014 0:00,3/3/2014 0:00,5435,12095,536641,2/25/2014 0:00,3/5/2014 0:00
5/7/2014 0:00,5/14/2014 0:00,5370,12095,237054,5/12/2014 0:00,5/19/2014 0:00
11/30/2015 0:00,12/2/2015 0:00,3226,12095,138022,11/30/2015 0:00,12/2/2015 0:00
2/15/2018 0:00,2/19/2018 0:00,5808,12095,238620,2/15/2018 0:00,2/25/2018 0:00
10/22/2014 0:00,10/25/2014 0:00,4378,12095,639028,10/29/2014 0:00,11/1/2014 0:00
5/22/2016 0:00,5/26/2016 0:00,8317,12095,539334,5/26/2016 0:00,5/30/2016 0:00
4/14/2015 0:00,4/17/2015 0:00,3508,12095,139823,4/14/2015 0:00,4/20/2015 0:00
7/10/2016 0:00,7/17/2016 0:00,3667,12095,640488,7/10/2016 0:00,7/17/2016 0:00
3/17/2014 0:00,3/23/2014 0:00,5613,12095,740512,3/17/2014 0:00,3/23/2014 0:00
3/18/2016 0:00,3/23/2016 0:00,3197,12095,840620,3/18/2016 0:00,3/23/2016 0:00
11/5/2014 0:00,11/10/2014 0:00,2177,12095,640993,11/5/2014 0:00,11/17/2014 0:00
4/3/2015 0:00,4/4/2015 0:00,7191,41051,501617,4/9/2015 0:00,4/10/2015 0:00
11/6/2014 0:00,11/12/2014 0:00,2602,41051,502776,11/7/2014 0:00,11/13/2014 0:00
9/19/2014 0:00,9/22/2014 0:00,6004,41051,603494,9/19/2014 0:00,9/22/2014 0:00
7/27/2015 0:00,7/29/2015 0:00,5785,41051,503653,7/27/2015 0:00,7/30/2015 0:00
11/2/2017 0:00,11/4/2017 0:00,4444,41051,303964,11/2/2017 0:00,11/4/2017 0:00
12/7/2015 0:00,12/13/2015 0:00,5777,41051,404507,12/7/2015 0:00,12/13/2015 0:00
5/9/2017 0:00,5/14/2017 0:00,4354,41051,504694,5/13/2017 0:00,5/18/2017 0:00
10/8/2014 0:00,10/8/2014 0:00,4228,41051,504999,10/10/2014 0:00,10/11/2014 0:00
10/31/2015 0:00,11/6/2015 0:00,5915,41051,105664,11/3/2015 0:00,11/16/2015 0:00
1/17/2016 0:00,1/19/2016 0:00,3049,41051,505910,1/17/2016 0:00,1/19/2016 0:00
6/8/2015 0:00,6/13/2015 0:00,7409,41051,305954,6/8/2015 0:00,6/13/2015 0:00
6/13/2018 0:00,6/19/2018 0:00,3453,41051,206147,6/13/2018 0:00,6/19/2018 0:00
9/22/2015 0:00,9/26/2015 0:00,4410,41051,306694,9/22/2015 0:00,9/26/2015 0:00
3/21/2018 0:00,3/24/2018 0:00,1284,41051,106809,3/21/2018 0:00,3/24/2018 0:00
10/19/2017 0:00,10/25/2017 0:00,6867,41051,507200,10/19/2017 0:00,10/29/2017 0:00
9/18/2017 0:00,9/20/2017 0:00,3781,41051,307284,9/18/2017 0:00,9/20/2017 0:00
3/19/2018 0:00,3/23/2018 0:00,6871,41051,408151,3/23/2018 0:00,3/31/2018 0:00
10/9/2016 0:00,10/14/2016 0:00,6991,41051,708154,10/9/2016 0:00,10/14/2016 0:00
4/19/2014 0:00,4/21/2014 0:00,4976,41051,408363,4/19/2014 0:00,4/21/2014 0:00
4/18/2014 0:00,4/23/2014 0:00,4965,41051,309522,4/18/2014 0:00,4/23/2014 0:00
5/23/2017 0:00,5/28/2017 0:00,7465,41051,209551,5/23/2017 0:00,5/28/2017 0:00
2/26/2016 0:00,2/28/2016 0:00,7991,41051,310470,2/26/2016 0:00,2/28/2016 0:00
8/1/2016 0:00,8/4/2016 0:00,8041,41051,311770,8/1/2016 0:00,8/4/2016 0:00
10/10/2017 0:00,10/11/2017 0:00,7226,41051,311954,10/14/2017 0:00,10/15/2017 0:00
3/2/2017 0:00,3/9/2017 0:00,1139,41051,812245,3/9/2017 0:00,3/16/2017 0:00
5/18/2014 0:00,5/21/2014 0:00,2842,41051,512734,5/18/2014 0:00,5/28/2014 0:00
1/26/2015 0:00,1/31/2015 0:00,7757,41051,612935,1/29/2015 0:00,2/3/2015 0:00
5/20/2016 0:00,5/22/2016 0:00,1060,41051,313082,5/20/2016 0:00,5/22/2016 0:00
3/21/2016 0:00,3/21/2016 0:00,7866,41051,513341,3/21/2016 0:00,3/26/2016 0:00
11/13/2017 0:00,11/17/2017 0:00,3678,41051,314035,11/13/2017 0:00,11/17/2017 0:00
6/15/2015 0:00,6/18/2015 0:00,8345,41051,114535,6/15/2015 0:00,6/18/2015 0:00
7/11/2015 0:00,7/18/2015 0:00,5819,41051,214555,7/11/2015 0:00,7/21/2015 0:00
7/14/2017 0:00,7/17/2017 0:00,4053,41051,314690,7/14/2017 0:00,7/22/2017 0:00
9/27/2015 0:00,9/27/2015 0:00,4677,41051,214756,9/27/2015 0:00,9/28/2015 0:00
3/5/2015 0:00,3/12/2015 0:00,2605,41051,514757,3/5/2015 0:00,3/12/2015 0:00
3/17/2016 0:00,3/22/2016 0:00,4324,41051,716226,3/17/2016 0:00,3/22/2016 0:00
11/23/2015 0:00,11/28/2015 0:00,1465,41051,118109,11/23/2015 0:00,11/28/2015 0:00
4/2/2016 0:00,4/5/2016 0:00,6009,41051,318323,4/2/2016 0:00,4/5/2016 0:00
8/7/2014 0:00,8/10/2014 0:00,1124,41051,518354,8/7/2014 0:00,8/11/2014 0:00
7/6/2016 0:00,7/8/2016 0:00,1792,41051,118471,7/6/2016 0:00,7/8/2016 0:00
10/9/2015 0:00,10/11/2015 0:00,2713,41051,118687,10/9/2015 0:00,10/14/2015 0:00
11/24/2017 0:00,11/30/2017 0:00,3959,41051,518912,11/24/2017 0:00,11/30/2017 0:00
5/29/2015 0:00,6/5/2015 0:00,6737,41051,219470,5/29/2015 0:00,6/7/2015 0:00
1/11/2014 0:00,1/13/2014 0:00,4287,41051,319620,1/17/2014 0:00,1/19/2014 0:00
2/26/2014 0:00,2/28/2014 0:00,2840,41051,419969,2/26/2014 0:00,2/28/2014 0:00
4/7/2015 0:00,4/11/2015 0:00,4076,41051,520095,4/7/2015 0:00,4/11/2015 0:00
8/9/2015 0:00,8/14/2015 0:00,6507,41051,720273,8/9/2015 0:00,8/17/2015 0:00
6/11/2017 0:00,6/18/2017 0:00,7981,41051,121119,6/12/2017 0:00,6/24/2017 0:00
3/19/2016 0:00,3/23/2016 0:00,3969,41051,621619,3/19/2016 0:00,3/23/2016 0:00
8/6/2015 0:00,8/11/2015 0:00,7274,41051,321626,8/6/2015 0:00,8/11/2015 0:00
2/1/2018 0:00,2/1/2018 0:00,5871,41051,522316,2/1/2018 0:00,2/5/2018 0:00
4/25/2018 0:00,4/26/2018 0:00,5693,41051,122913,4/25/2018 0:00,4/27/2018 0:00
9/4/2014 0:00,9/8/2014 0:00,4325,41051,623575,9/9/2014 0:00,9/13/2014 0:00
2/15/2015 0:00,2/17/2015 0:00,4741,41051,824400,2/18/2015 0:00,2/20/2015 0:00
9/4/2014 0:00,9/7/2014 0:00,4291,41051,824581,9/4/2014 0:00,9/7/2014 0:00
11/3/2015 0:00,11/8/2015 0:00,7379,41051,825262,11/3/2015 0:00,11/8/2015 0:00
2/14/2016 0:00,2/21/2016 0:00,1203,41051,326347,2/14/2016 0:00,2/22/2016 0:00
10/19/2014 0:00,10/20/2014 0:00,1069,41051,327034,10/19/2014 0:00,10/20/2014 0:00
6/21/2015 0:00,6/22/2015 0:00,1440,41051,527925,6/21/2015 0:00,6/26/2015 0:00
11/16/2015 0:00,11/21/2015 0:00,1374,41051,328604,11/16/2015 0:00,11/21/2015 0:00
10/8/2016 0:00,10/11/2016 0:00,2180,41051,428804,10/8/2016 0:00,10/11/2016 0:00
6/24/2018 0:00,6/28/2018 0:00,8372,41051,829425,6/30/2018 0:00,7/6/2018 0:00
3/12/2018 0:00,3/14/2018 0:00,4468,41051,131065,3/12/2018 0:00,3/21/2018 0:00
3/26/2015 0:00,3/30/2015 0:00,4134,41051,331202,3/26/2015 0:00,3/30/2015 0:00
5/10/2015 0:00,5/12/2015 0:00,3116,41051,131827,5/17/2015 0:00,5/19/2015 0:00
8/27/2014 0:00,8/29/2014 0:00,1266,41051,732084,8/28/2014 0:00,8/30/2014 0:00
7/25/2014 0:00,7/26/2014 0:00,1031,41051,532126,7/25/2014 0:00,7/26/2014 0:00
10/8/2015 0:00,10/11/2015 0:00,5676,41051,833725,10/13/2015 0:00,10/16/2015 0:00
5/3/2017 0:00,5/5/2017 0:00,3036,41051,334117,5/3/2017 0:00,5/10/2017 0:00
7/6/2014 0:00,7/8/2014 0:00,7910,41051,135150,7/6/2014 0:00,7/15/2014 0:00
7/18/2017 0:00,7/19/2017 0:00,3834,41051,235520,7/18/2017 0:00,7/19/2017 0:00
9/14/2015 0:00,9/15/2015 0:00,3410,41051,537326,9/14/2015 0:00,9/15/2015 0:00
12/11/2014 0:00,12/17/2014 0:00,5438,41051,437778,12/15/2014 0:00,12/26/2014 0:00
8/21/2017 0:00,8/23/2017 0:00,7692,41051,338077,8/21/2017 0:00,8/23/2017 0:00
12/28/2017 0:00,12/31/2017 0:00,6993,41051,239402,12/28/2017 0:00,12/31/2017 0:00
8/13/2014 0:00,8/13/2014 0:00,5309,41051,540014,8/20/2014 0:00,8/21/2014 0:00
3/7/2016 0:00,3/14/2016 0:00,3012,39061,100464,3/7/2016 0:00,3/15/2016 0:00
3/2/2018 0:00,3/4/2018 0:00,2120,39061,800583,3/4/2018 0:00,3/6/2018 0:00
5/9/2016 0:00,5/15/2016 0:00,4708,39061,501096,5/9/2016 0:00,5/15/2016 0:00
5/18/2015 0:00,5/24/2015 0:00,2236,39061,601779,5/18/2015 0:00,5/31/2015 0:00
4/4/2015 0:00,4/10/2015 0:00,4393,39061,602291,4/7/2015 0:00,4/18/2015 0:00
10/17/2017 0:00,10/19/2017 0:00,7462,39061,102394,10/17/2017 0:00,10/22/2017 0:00
4/20/2016 0:00,4/24/2016 0:00,2692,39061,202437,4/20/2016 0:00,4/24/2016 0:00
7/25/2017 0:00,7/31/2017 0:00,6030,39061,102475,7/27/2017 0:00,8/2/2017 0:00
1/15/2017 0:00,1/15/2017 0:00,1218,39061,302593,1/15/2017 0:00,1/16/2017 0:00
5/6/2014 0:00,5/6/2014 0:00,2082,39061,703227,5/6/2014 0:00,5/7/2014 0:00
4/30/2018 0:00,5/3/2018 0:00,3349,39061,303705,4/30/2018 0:00,5/3/2018 0:00
4/1/2016 0:00,4/3/2016 0:00,1514,39061,403801,4/3/2016 0:00,4/5/2016 0:00
4/17/2016 0:00,4/24/2016 0:00,6911,39061,504013,4/17/2016 0:00,4/24/2016 0:00
10/12/2014 0:00,10/13/2014 0:00,3755,39061,105030,10/12/2014 0:00,10/13/2014 0:00
10/14/2014 0:00,10/18/2014 0:00,5523,39061,305234,10/16/2014 0:00,10/20/2014 0:00
3/15/2014 0:00,3/22/2014 0:00,7778,39061,505425,3/15/2014 0:00,3/28/2014 0:00
7/16/2016 0:00,7/18/2016 0:00,7640,39061,607562,7/16/2016 0:00,7/18/2016 0:00
10/7/2017 0:00,10/10/2017 0:00,4411,39061,407768,10/7/2017 0:00,10/10/2017 0:00
11/26/2017 0:00,11/26/2017 0:00,1949,39061,307771,11/26/2017 0:00,11/27/2017 0:00
10/16/2014 0:00,10/22/2014 0:00,3238,39061,408393,10/16/2014 0:00,10/22/2014 0:00
6/16/2016 0:00,6/18/2016 0:00,1416,39061,308446,6/16/2016 0:00,6/18/2016 0:00
5/26/2017 0:00,5/28/2017 0:00,4314,39061,309334,5/26/2017 0:00,5/28/2017 0:00
9/12/2014 0:00,9/12/2014 0:00,8401,39061,709885,9/12/2014 0:00,9/13/2014 0:00
8/27/2014 0:00,8/29/2014 0:00,6046,39061,309929,8/27/2014 0:00,8/29/2014 0:00
5/11/2018 0:00,5/12/2018 0:00,6422,39061,210170,5/11/2018 0:00,5/12/2018 0:00
11/18/2016 0:00,11/18/2016 0:00,6891,39061,710866,11/18/2016 0:00,11/19/2016 0:00
6/19/2017 0:00,6/20/2017 0:00,1284,39061,312089,6/19/2017 0:00,6/21/2017 0:00
4/24/2016 0:00,5/1/2016 0:00,2326,39061,112595,4/24/2016 0:00,5/1/2016 0:00
4/26/2016 0:00,4/29/2016 0:00,2785,39061,812829,4/26/2016 0:00,4/29/2016 0:00
3/1/2014 0:00,3/3/2014 0:00,7620,39061,813316,3/1/2014 0:00,3/3/2014 0:00
4/12/2014 0:00,4/13/2014 0:00,6233,39061,313543,4/12/2014 0:00,4/13/2014 0:00
8/24/2017 0:00,8/29/2017 0:00,7725,39061,613556,8/24/2017 0:00,8/29/2017 0:00
2/23/2017 0:00,2/28/2017 0:00,1807,39061,114519,2/23/2017 0:00,3/2/2017 0:00
7/23/2016 0:00,7/24/2016 0:00,2468,39061,316524,7/23/2016 0:00,7/24/2016 0:00
8/12/2017 0:00,8/16/2017 0:00,4386,39061,116775,8/12/2017 0:00,8/16/2017 0:00
4/9/2015 0:00,4/9/2015 0:00,4708,39061,617325,4/9/2015 0:00,4/10/2015 0:00
3/22/2015 0:00,3/26/2015 0:00,4199,39061,317653,3/22/2015 0:00,3/26/2015 0:00
8/19/2015 0:00,8/25/2015 0:00,1607,39061,119069,8/19/2015 0:00,8/25/2015 0:00
1/9/2017 0:00,1/9/2017 0:00,7369,39061,419471,1/9/2017 0:00,1/11/2017 0:00
11/11/2016 0:00,11/17/2016 0:00,6065,39061,319748,11/11/2016 0:00,11/17/2016 0:00
11/24/2014 0:00,12/1/2014 0:00,7825,39061,720333,12/1/2014 0:00,12/8/2014 0:00
10/13/2014 0:00,10/15/2014 0:00,7493,39061,220544,10/20/2014 0:00,10/22/2014 0:00
5/10/2017 0:00,5/10/2017 0:00,6472,39061,520586,5/11/2017 0:00,5/13/2017 0:00
3/25/2017 0:00,3/31/2017 0:00,7113,39061,720776,3/26/2017 0:00,4/7/2017 0:00
4/14/2016 0:00,4/20/2016 0:00,8219,39061,322181,4/14/2016 0:00,4/20/2016 0:00
7/9/2015 0:00,7/11/2015 0:00,8071,39061,722487,7/9/2015 0:00,7/17/2015 0:00
11/6/2017 0:00,11/6/2017 0:00,5119,39061,323004,11/6/2017 0:00,11/7/2017 0:00
2/26/2017 0:00,3/2/2017 0:00,4500,39061,123095,2/26/2017 0:00,3/2/2017 0:00
8/2/2016 0:00,8/5/2016 0:00,1265,39061,423520,8/8/2016 0:00,8/11/2016 0:00
6/26/2017 0:00,6/29/2017 0:00,3574,39061,123542,6/26/2017 0:00,6/29/2017 0:00
6/2/2015 0:00,6/7/2015 0:00,4663,39061,524676,6/2/2015 0:00,6/7/2015 0:00
2/7/2017 0:00,2/9/2017 0:00,3592,39061,224879,2/7/2017 0:00,2/11/2017 0:00
9/18/2015 0:00,9/18/2015 0:00,5784,39061,525052,9/18/2015 0:00,9/19/2015 0:00
9/19/2015 0:00,9/24/2015 0:00,5909,39061,225306,9/19/2015 0:00,9/24/2015 0:00
2/8/2017 0:00,2/13/2017 0:00,3926,39061,425531,2/8/2017 0:00,2/13/2017 0:00
2/9/2016 0:00,2/10/2016 0:00,3601,39061,125632,2/14/2016 0:00,2/19/2016 0:00
10/8/2016 0:00,10/15/2016 0:00,6144,39061,326486,10/8/2016 0:00,10/15/2016 0:00
5/18/2018 0:00,5/21/2018 0:00,5515,39061,126567,5/18/2018 0:00,5/21/2018 0:00
1/23/2017 0:00,1/23/2017 0:00,6225,39061,826869,1/23/2017 0:00,1/24/2017 0:00
9/19/2014 0:00,9/24/2014 0:00,1442,39061,627385,9/19/2014 0:00,9/24/2014 0:00
1/1/2017 0:00,1/6/2017 0:00,1416,39061,530255,1/1/2017 0:00,1/12/2017 0:00
12/31/2016 0:00,1/5/2017 0:00,1288,39061,430832,12/31/2016 0:00,1/5/2017 0:00
6/19/2015 0:00,6/23/2015 0:00,1597,39061,631615,6/19/2015 0:00,6/23/2015 0:00
10/24/2014 0:00,10/25/2014 0:00,7959,39061,131904,10/24/2014 0:00,10/28/2014 0:00
12/11/2014 0:00,12/11/2014 0:00,8248,39061,232805,12/11/2014 0:00,12/12/2014 0:00
3/10/2015 0:00,3/15/2015 0:00,6478,39061,732880,3/10/2015 0:00,3/15/2015 0:00
2/24/2018 0:00,2/25/2018 0:00,8388,39061,233334,2/24/2018 0:00,2/25/2018 0:00
5/3/2017 0:00,5/5/2017 0:00,4439,39061,633683,5/3/2017 0:00,5/5/2017 0:00
8/27/2015 0:00,9/1/2015 0:00,6137,39061,334061,8/27/2015 0:00,9/1/2015 0:00
5/10/2014 0:00,5/15/2014 0:00,6118,39061,834091,5/13/2014 0:00,5/18/2014 0:00
8/21/2017 0:00,8/23/2017 0:00,2157,39061,434153,8/21/2017 0:00,8/23/2017 0:00
6/13/2018 0:00,6/15/2018 0:00,7212,39061,234993,6/13/2018 0:00,6/15/2018 0:00
1/22/2016 0:00,1/23/2016 0:00,2712,39061,835212,1/22/2016 0:00,1/23/2016 0:00
12/3/2016 0:00,12/4/2016 0:00,4095,39061,435721,12/3/2016 0:00,12/4/2016 0:00
4/6/2017 0:00,4/13/2017 0:00,1314,39061,735863,4/6/2017 0:00,4/13/2017 0:00
10/10/2017 0:00,10/13/2017 0:00,3544,39061,436004,10/15/2017 0:00,10/18/2017 0:00
10/18/2015 0:00,10/21/2015 0:00,5695,39061,136358,10/18/2015 0:00,10/21/2015 0:00
10/23/2017 0:00,10/29/2017 0:00,5259,39061,536765,10/23/2017 0:00,10/29/2017 0:00
12/15/2015 0:00,12/21/2015 0:00,1096,39061,236936,12/16/2015 0:00,12/22/2015 0:00
1/9/2016 0:00,1/15/2016 0:00,7833,39061,337019,1/9/2016 0:00,1/15/2016 0:00
6/15/2018 0:00,6/22/2018 0:00,4772,39061,437021,6/20/2018 0:00,6/27/2018 0:00
1/6/2018 0:00,1/9/2018 0:00,7873,39061,637499,1/6/2018 0:00,1/9/2018 0:00
3/3/2015 0:00,3/6/2015 0:00,8538,39061,537602,3/3/2015 0:00,3/6/2015 0:00
8/31/2014 0:00,9/7/2014 0:00,3091,39061,338050,9/1/2014 0:00,9/15/2014 0:00
3/2/2017 0:00,3/4/2017 0:00,4993,39061,738062,3/2/2017 0:00,3/4/2017 0:00
11/1/2016 0:00,11/5/2016 0:00,2521,39061,238469,11/1/2016 0:00,11/8/2016 0:00
12/19/2016 0:00,12/24/2016 0:00,3176,39061,639410,12/19/2016 0:00,12/25/2016 0:00
6/12/2015 0:00,6/14/2015 0:00,5480,39061,839694,6/12/2015 0:00,6/18/2015 0:00
10/28/2017 0:00,11/1/2017 0:00,6425,39061,140360,10/28/2017 0:00,11/1/2017 0:00
1/28/2018 0:00,1/28/2018 0:00,3668,39061,440893,1/28/2018 0:00,1/29/2018 0:00
12/15/2016 0:00,12/17/2016 0:00,4212,48215,400132,12/15/2016 0:00,12/21/2016 0:00
5/21/2014 0:00,5/26/2014 0:00,7773,48215,600543,5/28/2014 0:00,6/2/2014 0:00
1/26/2015 0:00,1/31/2015 0:00,3005,48215,100773,1/30/2015 0:00,2/5/2015 0:00
8/2/2014 0:00,8/2/2014 0:00,8009,48215,600882,8/2/2014 0:00,8/3/2014 0:00
2/22/2018 0:00,2/23/2018 0:00,7064,48215,501114,2/22/2018 0:00,2/23/2018 0:00
11/26/2014 0:00,11/29/2014 0:00,3206,48215,301677,11/26/2014 0:00,12/4/2014 0:00
12/14/2014 0:00,12/20/2014 0:00,4845,48215,402269,12/14/2014 0:00,12/20/2014 0:00
6/8/2016 0:00,6/8/2016 0:00,3319,48215,202377,6/8/2016 0:00,6/10/2016 0:00
4/25/2015 0:00,4/29/2015 0:00,5561,48215,102563,4/25/2015 0:00,4/30/2015 0:00
1/23/2018 0:00,1/25/2018 0:00,1236,48215,202809,1/23/2018 0:00,1/25/2018 0:00
9/10/2015 0:00,9/16/2015 0:00,4779,48215,802848,9/10/2015 0:00,9/16/2015 0:00
6/11/2018 0:00,6/17/2018 0:00,6320,48215,403021,6/11/2018 0:00,6/17/2018 0:00
3/31/2015 0:00,4/2/2015 0:00,2247,48215,703145,4/2/2015 0:00,4/4/2015 0:00
8/26/2015 0:00,8/31/2015 0:00,7765,48215,203270,8/28/2015 0:00,9/2/2015 0:00
6/29/2015 0:00,7/2/2015 0:00,6710,48215,303807,6/29/2015 0:00,7/2/2015 0:00
1/3/2014 0:00,1/10/2014 0:00,3979,48215,604026,1/3/2014 0:00,1/15/2014 0:00
3/27/2016 0:00,3/30/2016 0:00,3571,48215,204070,3/27/2016 0:00,3/30/2016 0:00
11/26/2017 0:00,11/26/2017 0:00,2204,48215,204648,11/28/2017 0:00,11/29/2017 0:00
2/28/2015 0:00,3/5/2015 0:00,3727,48215,704766,2/28/2015 0:00,3/5/2015 0:00
7/8/2017 0:00,7/13/2017 0:00,2574,48215,306338,7/8/2017 0:00,7/13/2017 0:00
4/28/2016 0:00,5/2/2016 0:00,5561,48215,706755,4/28/2016 0:00,5/3/2016 0:00
9/18/2014 0:00,9/21/2014 0:00,2613,48215,306830,9/19/2014 0:00,9/22/2014 0:00
10/17/2015 0:00,10/21/2015 0:00,1744,48215,606880,10/17/2015 0:00,10/24/2015 0:00
12/3/2016 0:00,12/8/2016 0:00,6143,48215,707207,12/9/2016 0:00,12/18/2016 0:00
3/18/2018 0:00,3/24/2018 0:00,6288,48215,807552,3/18/2018 0:00,3/29/2018 0:00
1/2/2017 0:00,1/3/2017 0:00,4232,48215,307888,1/6/2017 0:00,1/7/2017 0:00
12/2/2015 0:00,12/7/2015 0:00,2908,48215,608563,12/2/2015 0:00,12/7/2015 0:00
12/29/2014 0:00,1/2/2015 0:00,3010,48215,508639,12/29/2014 0:00,1/2/2015 0:00
5/27/2015 0:00,5/27/2015 0:00,1936,48215,109457,5/27/2015 0:00,5/28/2015 0:00
8/10/2015 0:00,8/12/2015 0:00,5553,48215,109880,8/10/2015 0:00,8/12/2015 0:00
10/11/2016 0:00,10/13/2016 0:00,5066,48215,710087,10/11/2016 0:00,10/13/2016 0:00
1/3/2017 0:00,1/8/2017 0:00,1406,48215,310833,1/6/2017 0:00,1/11/2017 0:00
9/5/2014 0:00,9/6/2014 0:00,3540,48215,510892,9/11/2014 0:00,9/12/2014 0:00
12/18/2015 0:00,12/23/2015 0:00,1553,48215,810920,12/23/2015 0:00,12/28/2015 0:00
12/18/2014 0:00,12/21/2014 0:00,2314,48215,711234,12/18/2014 0:00,12/21/2014 0:00
3/31/2018 0:00,4/3/2018 0:00,7613,48215,814003,3/31/2018 0:00,4/3/2018 0:00
4/8/2014 0:00,4/12/2014 0:00,1616,48215,614206,4/8/2014 0:00,4/12/2014 0:00
3/10/2015 0:00,3/13/2015 0:00,8235,48215,416457,3/10/2015 0:00,3/13/2015 0:00
8/5/2017 0:00,8/9/2017 0:00,5529,48215,316712,8/5/2017 0:00,8/9/2017 0:00
5/18/2018 0:00,5/21/2018 0:00,1088,48215,516765,5/18/2018 0:00,5/27/2018 0:00
7/7/2014 0:00,7/10/2014 0:00,4766,48215,217118,7/7/2014 0:00,7/10/2014 0:00
7/21/2015 0:00,7/27/2015 0:00,5932,48215,717580,7/26/2015 0:00,8/7/2015 0:00
2/9/2015 0:00,2/10/2015 0:00,1834,48215,417732,2/9/2015 0:00,2/10/2015 0:00
12/16/2017 0:00,12/19/2017 0:00,8444,48215,118129,12/16/2017 0:00,12/19/2017 0:00
6/2/2015 0:00,6/9/2015 0:00,6875,48215,318603,6/2/2015 0:00,6/9/2015 0:00
7/7/2015 0:00,7/13/2015 0:00,1030,48215,518825,7/7/2015 0:00,7/13/2015 0:00
1/31/2015 0:00,1/31/2015 0:00,5386,48215,618905,2/6/2015 0:00,2/7/2015 0:00
4/12/2015 0:00,4/16/2015 0:00,4253,48215,818973,4/15/2015 0:00,4/19/2015 0:00
9/20/2017 0:00,9/20/2017 0:00,3051,48215,119060,9/20/2017 0:00,9/21/2017 0:00
2/19/2018 0:00,2/25/2018 0:00,4324,48215,619320,2/19/2018 0:00,2/25/2018 0:00
1/9/2016 0:00,1/11/2016 0:00,5750,48215,419403,1/9/2016 0:00,1/11/2016 0:00
11/16/2017 0:00,11/19/2017 0:00,1138,48215,819999,11/16/2017 0:00,11/19/2017 0:00
1/9/2016 0:00,1/14/2016 0:00,6159,48215,220119,1/9/2016 0:00,1/14/2016 0:00
6/22/2015 0:00,6/29/2015 0:00,2755,48215,320442,6/22/2015 0:00,6/29/2015 0:00
10/2/2016 0:00,10/4/2016 0:00,3171,48215,620549,10/2/2016 0:00,10/8/2016 0:00
12/8/2015 0:00,12/9/2015 0:00,3981,48215,520708,12/8/2015 0:00,12/9/2015 0:00
2/6/2015 0:00,2/12/2015 0:00,7185,48215,421237,2/6/2015 0:00,2/12/2015 0:00
6/10/2018 0:00,6/15/2018 0:00,1625,48215,321707,6/10/2018 0:00,6/19/2018 0:00
1/11/2015 0:00,1/11/2015 0:00,2584,48215,621840,1/14/2015 0:00,1/15/2015 0:00
7/24/2015 0:00,7/26/2015 0:00,7049,48215,322269,7/24/2015 0:00,7/30/2015 0:00
5/19/2017 0:00,5/26/2017 0:00,5150,48215,723858,5/23/2017 0:00,5/30/2017 0:00
8/20/2015 0:00,8/20/2015 0:00,3206,48215,824485,8/20/2015 0:00,8/21/2015 0:00
10/12/2014 0:00,10/16/2014 0:00,2662,48215,424933,10/12/2014 0:00,10/16/2014 0:00
12/13/2015 0:00,12/18/2015 0:00,3970,48215,525893,12/13/2015 0:00,12/25/2015 0:00
2/6/2017 0:00,2/6/2017 0:00,5809,48215,125987,2/6/2017 0:00,2/7/2017 0:00
