InquiryDate,CountyID,CustID,EstOpptySize,ResponseDate,Result,QuoteAmt,Days to Respond
3/12/2017 0:00,51510,5814,15000,3/18/2017 0:00,Lost,17910,6
11/5/2015 0:00,37021,8471,15000,11/11/2015 0:00,Lost,20115,6
3/30/2017 0:00,51510,2215,15000,4/5/2017 0:00,Lost,15630,6
7/31/2017 0:00,13129,5104,15000,8/6/2017 0:00,Lost,21345,6
7/8/2017 0:00,51840,4056,15000,7/14/2017 0:00,Lost,19245,6
6/16/2017 0:00,13063,5922,15000,6/22/2017 0:00,Lost,14925,6
11/18/2016 0:00,37113,2280,15000,11/24/2016 0:00,Lost,13440,6
8/4/2016 0:00,45031,5955,15000,8/10/2016 0:00,Lost,21390,6
2/16/2015 0:00,13303,3298,15000,2/22/2015 0:00,Lost,14130,6
4/16/2015 0:00,37021,6983,15000,4/22/2015 0:00,Lost,17280,6
12/26/2015 0:00,51099,6438,15000,1/1/2016 0:00,Lost,21450,6
2/21/2014 0:00,13089,1657,15000,2/27/2014 0:00,Lost,18870,6
5/15/2016 0:00,13115,3111,15000,5/21/2016 0:00,Lost,16710,6
4/15/2014 0:00,13057,2498,15000,4/21/2014 0:00,Lost,21420,6
1/25/2014 0:00,13067,7675,15000,1/31/2014 0:00,Lost,11475,6
8/26/2015 0:00,51059,4564,15000,9/1/2015 0:00,Lost,14475,6
7/24/2016 0:00,37067,3930,15000,7/30/2016 0:00,Lost,11910,6
2/17/2018 0:00,13175,5776,15000,2/23/2018 0:00,Lost,21960,6
4/13/2016 0:00,51700,8032,15000,4/19/2016 0:00,Lost,22065,6
4/29/2015 0:00,13275,6482,15000,5/5/2015 0:00,Lost,10575,6
5/24/2016 0:00,37065,7498,15000,5/30/2016 0:00,Lost,21585,6
10/26/2016 0:00,13135,1156,15000,11/1/2016 0:00,Lost,21360,6
2/24/2018 0:00,51059,6137,15000,3/2/2018 0:00,Lost,19320,6
5/19/2014 0:00,45047,1502,15000,5/25/2014 0:00,Lost,17250,6
9/17/2015 0:00,13035,8297,15000,9/23/2015 0:00,Lost,13680,6
6/14/2017 0:00,37001,4453,15000,6/20/2017 0:00,Lost,12930,6
5/21/2018 0:00,45023,5920,15000,5/27/2018 0:00,Lost,19110,6
1/28/2015 0:00,51760,5529,15000,2/3/2015 0:00,Lost,10845,6
5/1/2014 0:00,13121,7352,15000,5/7/2014 0:00,Lost,10605,6
2/10/2016 0:00,37149,6940,15000,2/16/2016 0:00,Lost,11220,6
10/13/2014 0:00,48157,8145,15000,10/15/2014 0:00,Lost,20910,2
8/20/2017 0:00,4003,5152,15000,8/22/2017 0:00,Lost,21705,2
2/26/2018 0:00,48113,3944,15000,2/28/2018 0:00,Lost,17655,2
9/13/2016 0:00,48251,3206,15000,9/15/2016 0:00,Lost,10965,2
8/18/2017 0:00,48439,1705,15000,8/20/2017 0:00,Lost,22230,2
12/6/2016 0:00,48309,6312,15000,12/8/2016 0:00,Lost,11955,2
6/26/2014 0:00,48423,7745,15000,6/28/2014 0:00,Lost,12615,2
3/6/2018 0:00,48309,1946,15000,3/8/2018 0:00,Lost,21990,2
2/17/2018 0:00,48453,8324,15000,2/19/2018 0:00,Lost,11130,2
4/11/2015 0:00,48375,5933,15000,4/13/2015 0:00,Lost,15645,2
5/6/2016 0:00,48167,6993,15000,5/8/2016 0:00,Lost,17430,2
10/23/2014 0:00,4013,6470,15000,10/25/2014 0:00,Lost,17460,2
12/30/2014 0:00,48201,5340,15000,1/1/2015 0:00,Lost,21525,2
4/24/2015 0:00,4013,4143,15000,4/26/2015 0:00,Lost,16335,2
1/7/2017 0:00,48139,8128,15000,1/9/2017 0:00,Lost,21570,2
7/17/2014 0:00,5125,6071,15000,7/19/2014 0:00,Lost,13455,2
10/28/2017 0:00,5031,2344,15000,10/30/2017 0:00,Lost,11760,2
8/8/2017 0:00,47157,2164,15000,8/10/2017 0:00,Lost,11730,2
9/15/2017 0:00,5143,7364,15000,9/17/2017 0:00,Lost,13440,2
3/29/2015 0:00,54037,5932,15000,3/31/2015 0:00,Lost,19965,2
5/22/2014 0:00,5001,4600,15000,5/24/2014 0:00,Lost,11775,2
3/24/2017 0:00,47119,8199,15000,3/26/2017 0:00,Lost,21825,2
5/22/2017 0:00,47157,4609,15000,5/24/2017 0:00,Lost,17850,2
3/22/2015 0:00,29027,6460,15000,3/24/2015 0:00,Lost,20805,2
1/6/2016 0:00,40143,7561,15000,1/8/2016 0:00,Lost,21780,2
12/5/2015 0:00,29041,5319,15000,12/7/2015 0:00,Lost,13980,2
9/23/2017 0:00,20079,3378,15000,9/25/2017 0:00,Lost,11475,2
9/24/2017 0:00,20175,1478,15000,9/26/2017 0:00,Lost,14745,2
1/4/2014 0:00,20091,1069,15000,1/6/2014 0:00,Lost,21315,2
12/30/2014 0:00,29077,1037,15000,1/1/2015 0:00,Lost,16020,2
11/10/2017 0:00,20103,1839,15000,11/12/2017 0:00,Lost,17460,2
5/16/2016 0:00,40039,8011,15000,5/18/2016 0:00,Lost,17730,2
2/19/2017 0:00,20091,6929,15000,2/21/2017 0:00,Lost,17655,2
10/17/2016 0:00,29095,6419,15000,10/19/2016 0:00,Lost,11535,2
3/6/2014 0:00,29189,7904,15000,3/8/2014 0:00,Lost,20235,2
11/16/2015 0:00,6077,7227,15000,11/18/2015 0:00,Lost,10650,2
2/27/2017 0:00,6071,1574,15000,3/1/2017 0:00,Lost,13785,2
10/27/2017 0:00,6099,8509,15000,10/29/2017 0:00,Lost,17325,2
2/1/2014 0:00,6071,8155,15000,2/3/2014 0:00,Lost,17265,2
12/6/2017 0:00,6095,4081,15000,12/8/2017 0:00,Lost,18315,2
11/16/2016 0:00,15003,4502,15000,11/18/2016 0:00,Lost,17310,2
1/31/2014 0:00,6099,3578,15000,2/2/2014 0:00,Lost,19830,2
11/20/2014 0:00,6099,5395,15000,11/22/2014 0:00,Lost,15825,2
4/2/2015 0:00,6065,5864,15000,4/4/2015 0:00,Lost,11265,2
7/5/2016 0:00,6097,2788,15000,7/7/2016 0:00,Lost,15915,2
6/15/2016 0:00,6071,5555,15000,6/17/2016 0:00,Lost,21945,2
12/29/2015 0:00,6099,8550,15000,12/31/2015 0:00,Lost,15720,2
5/29/2014 0:00,6059,5965,15000,5/31/2014 0:00,Lost,13740,2
8/6/2016 0:00,6059,6603,15000,8/8/2016 0:00,Lost,21930,2
3/31/2014 0:00,6073,7415,15000,4/2/2014 0:00,Lost,18090,2
7/8/2014 0:00,6045,1426,15000,7/10/2014 0:00,Lost,13935,2
3/17/2017 0:00,6015,8435,15000,3/19/2017 0:00,Lost,21195,2
11/23/2017 0:00,6001,6898,15000,11/25/2017 0:00,Lost,10905,2
10/9/2016 0:00,6085,7583,15000,10/11/2016 0:00,Lost,19155,2
6/1/2018 0:00,6001,6631,15000,6/3/2018 0:00,Lost,18450,2
1/22/2014 0:00,53077,2919,15000,1/24/2014 0:00,Lost,11115,2
11/10/2014 0:00,53061,8337,15000,11/12/2014 0:00,Lost,13215,2
12/10/2014 0:00,53053,3338,15000,12/12/2014 0:00,Lost,20820,2
1/22/2016 0:00,53033,4013,15000,1/24/2016 0:00,Lost,21375,2
4/5/2016 0:00,2020,8464,15000,4/7/2016 0:00,Lost,20445,2
9/19/2014 0:00,53033,2801,15000,9/21/2014 0:00,Lost,11235,2
3/5/2018 0:00,53033,6400,15000,3/7/2018 0:00,Lost,20250,2
1/22/2014 0:00,53053,8345,15000,1/24/2014 0:00,Lost,21330,2
8/23/2017 0:00,53061,1663,15000,8/25/2017 0:00,Lost,19470,2
1/22/2018 0:00,41005,2681,15000,1/24/2018 0:00,Lost,16620,2
3/14/2018 0:00,53061,7169,15000,3/16/2018 0:00,Lost,21495,2
5/23/2015 0:00,53033,8152,15000,5/25/2015 0:00,Lost,10695,2
10/3/2016 0:00,41071,1471,15000,10/5/2016 0:00,Lost,21975,2
11/4/2014 0:00,41047,5319,15000,11/6/2014 0:00,Lost,18180,2
11/28/2014 0:00,53033,2407,15000,11/30/2014 0:00,Lost,17235,2
6/5/2014 0:00,53071,2873,15000,6/7/2014 0:00,Lost,22485,2
3/8/2017 0:00,53033,2311,15000,3/10/2017 0:00,Lost,12960,2
9/8/2015 0:00,41047,4012,15000,9/10/2015 0:00,Lost,17940,2
5/2/2016 0:00,41059,3555,15000,5/4/2016 0:00,Lost,13035,2
9/5/2016 0:00,25017,7067,15000,9/7/2016 0:00,Lost,14745,2
9/6/2016 0:00,36081,7281,15000,9/8/2016 0:00,Lost,19110,2
7/24/2015 0:00,25023,4046,15000,7/26/2015 0:00,Lost,12045,2
9/27/2017 0:00,25013,7740,15000,9/29/2017 0:00,Lost,13950,2
10/1/2015 0:00,36001,1773,15000,10/3/2015 0:00,Lost,14535,2
8/8/2017 0:00,25013,7822,15000,8/10/2017 0:00,Lost,21210,2
10/30/2017 0:00,25009,7992,15000,11/1/2017 0:00,Lost,19305,2
6/11/2016 0:00,36083,6934,15000,6/13/2016 0:00,Lost,13875,2
5/12/2017 0:00,44003,2004,15000,5/14/2017 0:00,Lost,18225,2
11/23/2017 0:00,36019,2611,15000,11/25/2017 0:00,Lost,15150,2
8/14/2015 0:00,25025,5564,15000,8/16/2015 0:00,Lost,11430,2
6/5/2016 0:00,36059,5761,15000,6/7/2016 0:00,Lost,16110,2
12/9/2016 0:00,49035,7939,15000,12/11/2016 0:00,Lost,22350,2
8/16/2014 0:00,16049,2610,15000,8/18/2014 0:00,Lost,14385,2
2/12/2016 0:00,16057,5846,15000,2/14/2016 0:00,Lost,21105,2
9/11/2017 0:00,16005,5703,15000,9/13/2017 0:00,Lost,15360,2
7/22/2016 0:00,27053,7696,15000,7/24/2016 0:00,Lost,18105,2
12/8/2017 0:00,8035,7177,15000,12/10/2017 0:00,Lost,16785,2
2/12/2014 0:00,8035,3113,15000,2/14/2014 0:00,Lost,13215,2
2/1/2018 0:00,27053,4729,15000,2/3/2018 0:00,Lost,11010,2
3/28/2018 0:00,38101,4555,15000,3/30/2018 0:00,Lost,18465,2
6/5/2018 0:00,42007,6656,15000,6/7/2018 0:00,Lost,21555,2
12/6/2016 0:00,34017,5654,15000,12/8/2016 0:00,Lost,19695,2
5/13/2014 0:00,34025,1029,15000,5/15/2014 0:00,Lost,19875,2
5/23/2017 0:00,34017,3404,15000,5/25/2017 0:00,Lost,19110,2
11/18/2017 0:00,42019,6830,15000,11/20/2017 0:00,Lost,21810,2
5/17/2016 0:00,24033,5103,15000,5/19/2016 0:00,Lost,14535,2
2/1/2018 0:00,34039,5060,15000,2/3/2018 0:00,Lost,21810,2
3/26/2014 0:00,34007,5895,15000,3/28/2014 0:00,Lost,15720,2
12/11/2015 0:00,34031,6853,15000,12/13/2015 0:00,Lost,14655,2
11/15/2017 0:00,24033,7616,15000,11/17/2017 0:00,Lost,13935,2
7/31/2015 0:00,24031,4293,15000,8/2/2015 0:00,Lost,15255,2
10/18/2017 0:00,42003,2171,15000,10/20/2017 0:00,Lost,14835,2
12/2/2014 0:00,13157,8343,5000,12/14/2014 0:00,Lost,4840,12
8/2/2016 0:00,51810,1060,5000,8/14/2016 0:00,Lost,6250,12
1/7/2015 0:00,37081,3777,5000,1/19/2015 0:00,Lost,4185,12
8/11/2016 0:00,48215,2225,5000,9/7/2016 0:00,Lost,385,27
1/20/2016 0:00,48167,7876,5000,2/16/2016 0:00,Lost,2745,27
7/18/2015 0:00,48479,1233,5000,8/14/2015 0:00,Lost,2655,27
10/16/2014 0:00,48201,5464,5000,11/12/2014 0:00,Lost,390,27
2/18/2014 0:00,48201,6571,5000,3/17/2014 0:00,Lost,878,27
6/23/2014 0:00,48157,7183,5000,7/20/2014 0:00,Lost,6565,27
6/28/2018 0:00,48141,7042,5000,7/25/2018 0:00,Lost,4775,27
2/9/2015 0:00,48029,2966,5000,3/8/2015 0:00,Lost,7375,27
8/18/2016 0:00,4013,4066,5000,9/14/2016 0:00,Lost,4075,27
4/22/2016 0:00,4009,1847,5000,5/19/2016 0:00,Lost,4870,27
7/7/2016 0:00,48201,3128,5000,8/3/2016 0:00,Lost,5665,27
10/7/2014 0:00,4019,2875,5000,11/3/2014 0:00,Lost,5610,27
5/31/2017 0:00,48113,4586,5000,6/27/2017 0:00,Lost,3610,27
8/31/2017 0:00,48201,3303,5000,9/27/2017 0:00,Lost,7210,27
1/3/2018 0:00,4013,5663,5000,1/30/2018 0:00,Lost,6445,27
5/30/2015 0:00,48113,3347,5000,6/26/2015 0:00,Lost,4685,27
8/5/2015 0:00,48113,5221,5000,9/1/2015 0:00,Lost,5710,27
10/23/2016 0:00,48249,4741,5000,11/19/2016 0:00,Lost,421,27
9/16/2014 0:00,48201,7681,5000,10/13/2014 0:00,Lost,403,27
4/22/2018 0:00,4013,8034,5000,5/19/2018 0:00,Lost,338,27
10/24/2015 0:00,35001,4898,5000,11/20/2015 0:00,Lost,14985,27
5/19/2018 0:00,4019,2428,5000,6/15/2018 0:00,Lost,948,27
10/20/2014 0:00,48201,3921,5000,11/16/2014 0:00,Lost,4580,27
7/30/2015 0:00,48463,5251,5000,8/26/2015 0:00,Lost,5375,27
11/21/2016 0:00,48367,4227,5000,12/18/2016 0:00,Lost,8510,27
1/26/2014 0:00,47029,3997,5000,2/22/2014 0:00,Lost,3605,27
1/21/2014 0:00,47179,3951,5000,2/17/2014 0:00,Lost,4075,27
11/4/2015 0:00,40143,4622,5000,12/1/2015 0:00,Lost,7055,27
3/22/2015 0:00,40109,4336,5000,4/18/2015 0:00,Lost,5580,27
5/24/2018 0:00,29189,6385,5000,6/20/2018 0:00,Lost,5985,27
1/31/2015 0:00,29169,8070,5000,2/27/2015 0:00,Lost,5445,27
4/16/2015 0:00,6039,6848,5000,5/13/2015 0:00,Lost,3675,27
3/17/2014 0:00,6073,2225,5000,4/13/2014 0:00,Lost,4780,27
1/10/2014 0:00,6059,3664,5000,2/6/2014 0:00,Lost,5110,27
7/14/2015 0:00,32013,5544,5000,8/10/2015 0:00,Lost,3605,27
11/23/2014 0:00,6073,4333,5000,12/20/2014 0:00,Lost,5610,27
2/24/2015 0:00,6099,5289,5000,3/23/2015 0:00,Lost,5470,27
7/21/2015 0:00,6107,5433,5000,8/17/2015 0:00,Lost,6075,27
1/8/2016 0:00,6019,3759,5000,2/4/2016 0:00,Lost,5240,27
1/22/2015 0:00,6053,1604,5000,2/18/2015 0:00,Lost,4970,27
7/16/2014 0:00,6077,7502,5000,8/12/2014 0:00,Lost,5780,27
3/27/2014 0:00,6059,4195,5000,4/23/2014 0:00,Lost,4325,27
12/1/2017 0:00,6059,7059,5000,12/28/2017 0:00,Lost,7010,27
6/8/2017 0:00,6047,7025,5000,7/5/2017 0:00,Lost,3985,27
7/18/2017 0:00,6107,3654,5000,8/14/2017 0:00,Lost,3995,27
5/26/2015 0:00,6073,7766,5000,6/22/2015 0:00,Lost,5230,27
11/15/2017 0:00,6013,1234,5000,12/12/2017 0:00,Lost,3118,27
11/25/2017 0:00,6081,2170,5000,12/22/2017 0:00,Lost,752,27
1/13/2018 0:00,6065,3691,5000,2/9/2018 0:00,Lost,4185,27
6/1/2017 0:00,6017,1356,5000,6/28/2017 0:00,Lost,16455,27
3/13/2016 0:00,6099,5851,5000,4/9/2016 0:00,Lost,14860,27
12/2/2014 0:00,32031,2873,5000,12/29/2014 0:00,Lost,712,27
12/13/2017 0:00,15003,2593,5000,1/9/2018 0:00,Lost,261,27
3/7/2016 0:00,15003,1518,5000,4/3/2016 0:00,Lost,5155,27
11/11/2016 0:00,53033,6685,5000,12/8/2016 0:00,Lost,3820,27
4/28/2014 0:00,41047,6275,5000,5/25/2014 0:00,Lost,5690,27
4/7/2014 0:00,36047,8291,5000,5/4/2014 0:00,Lost,6145,27
3/14/2014 0:00,44007,5641,5000,4/10/2014 0:00,Lost,5255,27
9/1/2016 0:00,36029,3462,5000,9/28/2016 0:00,Lost,6575,27
11/25/2014 0:00,36047,4036,5000,12/22/2014 0:00,Lost,3760,27
7/22/2014 0:00,36055,8470,5000,8/18/2014 0:00,Lost,6950,27
12/8/2014 0:00,25003,3240,5000,1/4/2015 0:00,Lost,7205,27
11/15/2017 0:00,25017,6842,5000,12/12/2017 0:00,Lost,5255,27
6/27/2016 0:00,36103,4805,5000,7/24/2016 0:00,Lost,4245,27
1/3/2017 0:00,31055,4735,5000,1/30/2017 0:00,Lost,5665,27
8/5/2016 0:00,8031,3977,5000,9/1/2016 0:00,Lost,5150,27
12/6/2014 0:00,24033,8164,5000,1/2/2015 0:00,Lost,4880,27
10/18/2014 0:00,42077,5344,5000,11/14/2014 0:00,Lost,7330,27
4/26/2018 0:00,34005,6193,5000,5/23/2018 0:00,Lost,5055,27
10/18/2016 0:00,42125,3501,5000,11/14/2016 0:00,Lost,4900,27
8/15/2017 0:00,42091,7848,5000,9/11/2017 0:00,Lost,7020,27
8/22/2016 0:00,24510,2278,5000,9/18/2016 0:00,Lost,6745,27
4/22/2017 0:00,42091,7776,5000,5/19/2017 0:00,Lost,6375,27
9/12/2017 0:00,34017,2445,5000,10/9/2017 0:00,Lost,3960,27
5/22/2015 0:00,24003,8549,5000,6/18/2015 0:00,Lost,7485,27
4/15/2014 0:00,26125,8482,5000,5/12/2014 0:00,Lost,6910,27
3/3/2016 0:00,39155,1167,5000,3/30/2016 0:00,Lost,4505,27
12/11/2017 0:00,18075,2088,5000,1/7/2018 0:00,Lost,4115,27
3/22/2018 0:00,17049,7509,5000,4/18/2018 0:00,Lost,6975,27
2/21/2014 0:00,39049,6636,5000,3/20/2014 0:00,Lost,5830,27
4/22/2018 0:00,17001,6477,5000,5/19/2018 0:00,Lost,4805,27
7/21/2015 0:00,39109,2986,5000,8/17/2015 0:00,Lost,6780,27
5/10/2016 0:00,17091,6952,5000,6/6/2016 0:00,Lost,3935,27
1/25/2017 0:00,39023,5049,5000,2/21/2017 0:00,Lost,4330,27
5/2/2015 0:00,26163,1825,5000,5/29/2015 0:00,Lost,5730,27
4/17/2018 0:00,17031,1820,5000,5/14/2018 0:00,Lost,3580,27
6/3/2015 0:00,39029,6457,5000,6/30/2015 0:00,Lost,3790,27
4/20/2016 0:00,26025,7327,5000,5/17/2016 0:00,Lost,5220,27
9/27/2014 0:00,55131,5074,5000,10/24/2014 0:00,Lost,7180,27
6/7/2014 0:00,39057,6129,5000,7/4/2014 0:00,Lost,4255,27
8/20/2014 0:00,39097,2358,5000,9/16/2014 0:00,Lost,3920,27
9/14/2014 0:00,28117,7616,5000,10/11/2014 0:00,Lost,6530,27
9/23/2017 0:00,12055,4720,5000,10/20/2017 0:00,Lost,5275,27
11/19/2014 0:00,12057,6253,5000,12/16/2014 0:00,Lost,6100,27
4/11/2016 0:00,12103,2890,5000,5/8/2016 0:00,Lost,4590,27
6/18/2014 0:00,12031,1060,5000,7/15/2014 0:00,Lost,6200,27
4/4/2015 0:00,12035,4268,5000,5/1/2015 0:00,Lost,3855,27
5/14/2015 0:00,1025,4762,5000,6/10/2015 0:00,Lost,4570,27
2/6/2015 0:00,12011,7676,5000,3/5/2015 0:00,Lost,4355,27
12/5/2014 0:00,51810,1981,5000,1/1/2015 0:00,Lost,4435,27
5/5/2016 0:00,45019,4987,5000,6/1/2016 0:00,Lost,6200,27
4/10/2017 0:00,13057,2028,5000,5/7/2017 0:00,Lost,3945,27
3/27/2016 0:00,37183,4524,5000,4/23/2016 0:00,Lost,3530,27
7/18/2017 0:00,37163,4409,5000,8/14/2017 0:00,Lost,7430,27
4/19/2014 0:00,37087,7400,5000,5/16/2014 0:00,Lost,4220,27
4/16/2015 0:00,45091,6995,5000,5/13/2015 0:00,Lost,4275,27
2/12/2017 0:00,51810,5210,5000,3/11/2017 0:00,Lost,4580,27
12/11/2016 0:00,37081,7999,5000,1/7/2017 0:00,Lost,7100,27
5/22/2017 0:00,51003,2459,5000,6/18/2017 0:00,Lost,6380,27
10/2/2016 0:00,13073,7861,5000,10/29/2016 0:00,Lost,7035,27
12/2/2015 0:00,48355,7105,5000,12/19/2015 0:00,Lost,1100,17
5/20/2018 0:00,48121,6555,5000,6/6/2018 0:00,Lost,15075,17
4/11/2014 0:00,48201,5987,5000,4/28/2014 0:00,Lost,14570,17
10/18/2016 0:00,48201,4887,5000,11/4/2016 0:00,Lost,920,17
2/27/2015 0:00,4013,5176,5000,3/16/2015 0:00,Lost,6215,17
6/11/2015 0:00,4013,4111,5000,6/28/2015 0:00,Lost,5635,17
8/26/2014 0:00,48201,6890,5000,9/12/2014 0:00,Lost,4475,17
6/28/2017 0:00,48479,3625,5000,7/15/2017 0:00,Lost,5960,17
5/9/2014 0:00,35053,5337,5000,5/26/2014 0:00,Lost,4425,17
2/11/2014 0:00,4027,1222,5000,2/28/2014 0:00,Lost,5885,17
7/9/2017 0:00,48453,2530,5000,7/26/2017 0:00,Lost,5200,17
2/13/2017 0:00,4019,2379,5000,3/2/2017 0:00,Lost,6065,17
7/16/2014 0:00,4013,2851,5000,8/2/2014 0:00,Lost,3515,17
4/10/2018 0:00,35049,4709,5000,4/27/2018 0:00,Lost,3732,17
4/24/2015 0:00,48439,5100,5000,5/11/2015 0:00,Lost,12260,17
3/20/2015 0:00,48439,2928,5000,4/6/2015 0:00,Lost,442,17
5/10/2016 0:00,48069,5229,5000,5/27/2016 0:00,Lost,1331,17
6/27/2018 0:00,48221,2862,5000,7/14/2018 0:00,Lost,21510,17
8/5/2015 0:00,48029,4344,5000,8/22/2015 0:00,Lost,8470,17
9/4/2015 0:00,47157,2419,5000,9/21/2015 0:00,Lost,6855,17
2/11/2015 0:00,47037,7254,5000,2/28/2015 0:00,Lost,6690,17
7/15/2015 0:00,5119,1488,5000,8/1/2015 0:00,Lost,4980,17
4/2/2018 0:00,5089,5015,5000,4/19/2018 0:00,Lost,6070,17
6/21/2014 0:00,47065,8170,5000,7/8/2014 0:00,Lost,5280,17
1/8/2017 0:00,47157,1387,5000,1/25/2017 0:00,Lost,4650,17
7/28/2014 0:00,47123,4455,5000,8/14/2014 0:00,Lost,6875,17
12/16/2014 0:00,47037,5808,5000,1/2/2015 0:00,Lost,4115,17
8/6/2014 0:00,5119,3025,5000,8/23/2014 0:00,Lost,3955,17
2/12/2017 0:00,19165,4884,5000,3/1/2017 0:00,Lost,4995,17
10/21/2015 0:00,29189,4674,5000,11/7/2015 0:00,Lost,6060,17
5/16/2018 0:00,40023,7382,5000,6/2/2018 0:00,Lost,5180,17
7/9/2014 0:00,40143,7724,5000,7/26/2014 0:00,Lost,4730,17
1/11/2016 0:00,20103,4714,5000,1/28/2016 0:00,Lost,3755,17
8/7/2017 0:00,19037,5306,5000,8/24/2017 0:00,Lost,6330,17
6/14/2016 0:00,6115,7468,5000,7/1/2016 0:00,Lost,5940,17
3/22/2017 0:00,15003,4664,5000,4/8/2017 0:00,Lost,3705,17
12/15/2014 0:00,6065,4802,5000,1/1/2015 0:00,Lost,6200,17
11/12/2017 0:00,6067,4544,5000,11/29/2017 0:00,Lost,6175,17
2/7/2018 0:00,6065,7017,5000,2/24/2018 0:00,Lost,3780,17
1/23/2016 0:00,6001,5855,5000,2/9/2016 0:00,Lost,4670,17
2/8/2018 0:00,6059,5355,5000,2/25/2018 0:00,Lost,6090,17
9/20/2015 0:00,6095,4207,5000,10/7/2015 0:00,Lost,7260,17
11/30/2015 0:00,6073,5442,5000,12/17/2015 0:00,Lost,3620,17
4/23/2016 0:00,6013,4970,5000,5/10/2016 0:00,Lost,6655,17
6/21/2014 0:00,6085,4481,5000,7/8/2014 0:00,Lost,393,17
8/15/2015 0:00,6059,4503,5000,9/1/2015 0:00,Lost,9050,17
5/31/2014 0:00,6073,3982,5000,6/17/2014 0:00,Lost,11750,17
11/11/2015 0:00,6107,5192,5000,11/28/2015 0:00,Lost,15480,17
4/2/2015 0:00,32003,7100,5000,4/19/2015 0:00,Lost,918,17
10/22/2014 0:00,6071,2229,5000,11/8/2014 0:00,Lost,14145,17
5/11/2017 0:00,6053,4614,5000,5/28/2017 0:00,Lost,272,17
3/22/2014 0:00,6097,2376,5000,4/8/2014 0:00,Lost,7205,17
10/12/2016 0:00,41029,3286,5000,10/29/2016 0:00,Lost,7120,17
2/25/2014 0:00,53073,8458,5000,3/14/2014 0:00,Lost,6810,17
3/4/2017 0:00,36047,4012,5000,3/21/2017 0:00,Lost,7065,17
10/30/2014 0:00,36005,6838,5000,11/16/2014 0:00,Lost,3745,17
10/30/2014 0:00,25025,5906,5000,11/16/2014 0:00,Lost,6630,17
2/11/2016 0:00,36005,5500,5000,2/28/2016 0:00,Lost,4285,17
5/29/2014 0:00,25013,5516,5000,6/15/2014 0:00,Lost,7390,17
10/17/2014 0:00,16001,5786,5000,11/3/2014 0:00,Lost,6710,17
3/25/2018 0:00,56037,8021,5000,4/11/2018 0:00,Lost,4780,17
6/25/2014 0:00,56019,2790,5000,7/12/2014 0:00,Lost,5660,17
7/30/2014 0:00,49053,3859,5000,8/16/2014 0:00,Lost,4960,17
10/28/2014 0:00,8005,5136,5000,11/14/2014 0:00,Lost,4295,17
4/17/2015 0:00,8041,4712,5000,5/4/2015 0:00,Lost,6540,17
4/28/2015 0:00,31101,4682,5000,5/15/2015 0:00,Lost,4880,17
5/18/2017 0:00,8041,6597,5000,6/4/2017 0:00,Lost,4045,17
1/11/2015 0:00,42133,3828,5000,1/28/2015 0:00,Lost,7410,17
5/6/2015 0:00,34005,6672,5000,5/23/2015 0:00,Lost,5685,17
8/26/2016 0:00,34029,4528,5000,9/12/2016 0:00,Lost,4115,17
9/5/2017 0:00,34015,2195,5000,9/22/2017 0:00,Lost,5720,17
9/25/2017 0:00,42123,7074,5000,10/12/2017 0:00,Lost,6450,17
11/27/2016 0:00,42019,6887,5000,12/14/2016 0:00,Lost,3915,17
3/29/2014 0:00,42095,8341,5000,4/15/2014 0:00,Lost,5685,17
8/9/2016 0:00,55009,7052,5000,8/26/2016 0:00,Lost,7045,17
7/30/2017 0:00,26077,5989,5000,8/16/2017 0:00,Lost,3850,17
4/29/2014 0:00,18097,4930,5000,5/16/2014 0:00,Lost,3530,17
4/5/2018 0:00,39151,7122,5000,4/22/2018 0:00,Lost,6335,17
1/13/2017 0:00,18095,5432,5000,1/30/2017 0:00,Lost,6195,17
4/3/2015 0:00,39153,1421,5000,4/20/2015 0:00,Lost,6355,17
9/16/2014 0:00,18039,5073,5000,10/3/2014 0:00,Lost,7135,17
2/20/2016 0:00,17201,4440,5000,3/8/2016 0:00,Lost,4200,17
10/17/2015 0:00,26081,2240,5000,11/3/2015 0:00,Lost,4515,17
5/19/2017 0:00,18003,6901,5000,6/5/2017 0:00,Lost,4640,17
10/13/2015 0:00,18097,2312,5000,10/30/2015 0:00,Lost,5930,17
1/4/2015 0:00,18057,5502,5000,1/21/2015 0:00,Lost,6970,17
2/25/2018 0:00,55079,1134,5000,3/14/2018 0:00,Lost,3570,17
10/23/2016 0:00,39035,6442,5000,11/9/2016 0:00,Lost,7070,17
5/26/2017 0:00,26153,8423,5000,6/12/2017 0:00,Lost,7395,17
4/27/2015 0:00,17161,5902,5000,5/14/2015 0:00,Lost,4710,17
11/15/2016 0:00,17031,1934,5000,12/2/2016 0:00,Lost,5690,17
7/30/2014 0:00,55095,3605,5000,8/16/2014 0:00,Lost,6795,17
5/6/2014 0:00,39095,6104,5000,5/23/2014 0:00,Lost,7135,17
7/9/2017 0:00,22015,6906,5000,7/26/2017 0:00,Lost,6270,17
9/18/2015 0:00,12009,2558,5000,10/5/2015 0:00,Lost,6610,17
10/2/2016 0:00,12057,5638,5000,10/19/2016 0:00,Lost,4475,17
3/30/2015 0:00,12023,8381,5000,4/16/2015 0:00,Lost,4705,17
11/15/2017 0:00,12061,4188,5000,12/2/2017 0:00,Lost,6020,17
3/21/2014 0:00,12086,2162,5000,4/7/2014 0:00,Lost,5615,17
